"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"BAG1",1.09470273142933e-07,0.896055372513031,0.603,0.5,0.00176706914907323,"CellType3"
"SELM",6.82457027000998e-08,0.974670819709456,0.484,0.352,0.00110162213298501,"CellType3"
"NAV1",1.41054746384366e-06,1.1277571239207,0.37,0.252,0.0227690571613644,"CellType3"
"APMAP",9.42814656333346e-05,1.13428372293819,0.38,0.293,1,"CellType3"
"DYNC1LI2",4.731211452301e-08,1.01530510089425,0.489,0.356,0.000763712152630428,"CellType3"
"PSD",4.34767936619773e-08,1.10777920025517,0.424,0.28,0.000701802403291637,"CellType3"
"BCAS4",1.67718866111565e-08,1.43785303382392,0.25,0.121,0.000270731793677288,"CellType3"
"ZER1",6.89758953694995e-06,1.47827876708992,0.255,0.152,0.111340890305446,"CellType3"
"MXRA7",2.44945072063836e-11,0.69839734915017,0.799,0.653,3.95390335325445e-07,"CellType3"
"TMEM176B",2.78890299283607e-20,0.657858944059063,0.853,0.527,4.50184721103598e-16,"CellType3"
"TRPC4AP",2.20888821272157e-07,1.12850397561943,0.402,0.27,0.00356558735297516,"CellType3"
"WIPI2",5.98666964921613e-07,1.1573414338868,0.37,0.245,0.00966368214776468,"CellType3"
"PKD1",4.01853952959166e-07,1.31820812657021,0.277,0.155,0.00648672650866686,"CellType3"
"CIRBP",2.34942827369248e-11,0.642954850381633,0.859,0.816,3.79244711939441e-07,"CellType3"
"UBB",3.04542667870497e-12,0.547952843772197,0.929,0.894,4.91592774476556e-08,"CellType3"
"BLCAP",9.79131466843836e-06,1.41157511762834,0.255,0.152,0.158051401377932,"CellType3"
"CBX6",2.24654006461248e-10,0.794370633145576,0.663,0.504,3.62636497229747e-06,"CellType3"
"MAP2",3.55539561359549e-06,0.996452476559363,0.413,0.29,0.0573911959946584,"CellType3"
"CAMK2B",9.81447270138674e-07,1.0810326173537,0.386,0.257,0.0158425218345785,"CellType3"
"ZFYVE27",1.39065897356578e-06,1.22590720352543,0.326,0.203,0.0224480171512988,"CellType3"
"APOBEC2",1.96275076371079e-08,1.39403787946788,0.255,0.125,0.000316827228278196,"CellType3"
"INSM1",5.70426078612752e-05,0.88913485648664,0.435,0.327,0.920781776096705,"CellType3"
"NPNT",2.88129058098438e-08,1.2253417791178,0.255,0.122,0.000465097925582499,"CellType3"
"INSR",6.68187604040636e-06,1.27393389971046,0.272,0.168,0.107858843044239,"CellType3"
"LPPR2",1.69310985734061e-08,1.08138332153765,0.402,0.25,0.000273301793171922,"CellType3"
"SYT17",4.48505136401726e-10,1.29459569663137,0.293,0.141,7.23976991179667e-06,"CellType3"
"PNISR",3.39395562253062e-08,0.884270919512308,0.549,0.429,0.000547852316588893,"CellType3"
"IDS",8.45601896528275e-13,0.613807470647707,0.875,0.701,1.36497058137594e-08,"CellType3"
"RAB1B",1.03961275777773e-08,0.850697547256428,0.592,0.47,0.000167814291360482,"CellType3"
"SNHG7",0.000219017334691981,0.879488338528122,0.522,0.465,1,"CellType3"
"BAZ2B",4.22187108673602e-09,1.24900420690003,0.315,0.169,6.81494430820928e-05,"CellType3"
"IFI27L2",2.36459196471602e-08,0.886884069288842,0.522,0.379,0.000381692434944461,"CellType3"
"NCOA1",0.000530055808775506,1.19728547829836,0.304,0.229,1,"CellType3"
"ATP6V0A1",9.4922749548428e-08,1.01740550961537,0.446,0.299,0.00153224302321072,"CellType3"
"ITFG3",3.3451571268989e-06,1.12827088522982,0.359,0.253,0.0539975263424021,"CellType3"
"PTOV1",2.00785843516292e-06,0.887230614927849,0.527,0.445,0.0324108508603998,"CellType3"
"NSMF",0.0001225966298292,1.09339377655637,0.37,0.287,1,"CellType3"
"CAPZB",3.74273129424701e-08,0.681662836638977,0.723,0.653,0.000604151685517353,"CellType3"
"PHIP",2.2896784247414e-07,1.05008339877175,0.397,0.26,0.00369599891321757,"CellType3"
"ABI2",9.8431192247588e-06,1.03744545860814,0.37,0.258,0.158887630526057,"CellType3"
"ACLY",2.58306955938623e-07,0.827307697952147,0.543,0.425,0.00416959088276126,"CellType3"
"CDC42BPA",3.02204889152554e-06,1.15655531839629,0.326,0.21,0.0487819132070052,"CellType3"
"SST",9.81435285489515e-284,7.4330501739043,0.996,0.69,1.58423283783718e-279,"CellType4"
"RBP4",0,4.11758854558822,0.958,0.22,0,"CellType4"
"LEPR",0,6.62930346759033,0.622,0.016,0,"CellType4"
"LY6H",0,4.65642717339552,0.492,0.02,0,"CellType4"
"RGS2",2.78146155317863e-123,2.95378416281497,0.601,0.182,4.48983523914094e-119,"CellType4"
"HHEX",4.45149943419638e-267,4.35544587224256,0.401,0.024,7.1856103866798e-263,"CellType4"
"CBLN4",9.75954605972843e-229,5.47271895598775,0.259,0.007,1.57538592496136e-224,"CellType4"
"PCSK1",2.1097381891607e-141,2.1075246181475,0.861,0.321,3.4055393849432e-137,"CellType4"
"UNC5B",7.01239838950265e-148,3.34448135860262,0.373,0.049,1.13194134803352e-143,"CellType4"
"SEC11C",2.54873752958459e-144,1.92012626888338,0.918,0.538,4.11417212025544e-140,"CellType4"
"DPYSL3",1.28068085918187e-202,3.29890028826299,0.42,0.042,2.06727504289137e-198,"CellType4"
"DHRS2",1.08178540488055e-116,2.08231873764175,0.656,0.207,1.74621800055819e-112,"CellType4"
"PCP4",2.72939822537744e-120,1.88616381736516,0.776,0.297,4.40579461540426e-116,"CellType4"
"BAIAP3",3.27133967066863e-109,2.39070875492022,0.525,0.14,5.2805964963933e-105,"CellType4"
"AQP3",6.38400644695004e-96,1.51586065320251,0.749,0.333,1.03050632066667e-91,"CellType4"
"NLRP1",4.77525026776345e-101,1.3587713786923,0.937,0.529,7.70820898222376e-97,"CellType4"
"UCP2",2.50643729162151e-93,2.48123688920841,0.359,0.073,4.04589107613544e-89,"CellType4"
"PON3",7.94745717177449e-84,2.92745807838003,0.257,0.041,1.28287853666784e-79,"CellType4"
"GABRB3",7.82627454048544e-100,2.03248146768289,0.584,0.185,1.26331723632516e-95,"CellType4"
"GCH1",5.66944741621582e-69,1.51196813487478,0.743,0.395,9.15162201925557e-65,"CellType4"
"MAP1B",2.53147251223329e-79,1.44046534457852,0.823,0.44,4.08630292924698e-75,"CellType4"
"MIR7.3HG",8.93426723294929e-85,1.97058398840461,0.525,0.168,1.44216941674267e-80,"CellType4"
"PDLIM4",3.03795998117407e-80,1.82792169949491,0.508,0.157,4.90387500161119e-76,"CellType4"
"PSIP1",2.12612563198472e-69,2.31813216183778,0.331,0.082,3.43199199514974e-65,"CellType4"
"DIRAS3",6.91054740121234e-52,2.13346450284179,0.306,0.086,1.1155005615037e-47,"CellType4"
"QDPR",5.72778377535758e-60,1.39353627372352,0.679,0.35,9.2457885701822e-56,"CellType4"
"FGF14",1.78706845185439e-58,2.00691692963618,0.359,0.106,2.88468589498336e-54,"CellType4"
"ARFGEF3",4.20513253363704e-64,1.38776626025277,0.711,0.356,6.78792493579691e-60,"CellType4"
"CHGB",1.57080200930643e-67,0.800148012372204,0.985,0.666,2.53558860342244e-63,"CellType4"
"EDN3",7.6290324807854e-53,1.6386906673567,0.395,0.134,1.23147842304838e-48,"CellType4"
"IDS",2.08044346354667e-67,0.988939371956961,0.935,0.687,3.35825183885704e-63,"CellType4"
"BEX1",5.46707341469086e-62,1.04464905872971,0.886,0.567,8.82494990599399e-58,"CellType4"
"SSTR1",4.74084576865935e-56,1.82119412301722,0.363,0.109,7.65267323976993e-52,"CellType4"
"ISL1",4.98683537796552e-50,1.35133892838852,0.57,0.258,8.04974966711194e-46,"CellType4"
"FXYD6",5.05002103825255e-55,1.25483136859539,0.603,0.266,8.15174395994727e-51,"CellType4"
"MEST",1.8988012721695e-49,1.99437683283961,0.331,0.107,3.06504501353601e-45,"CellType4"
"PLEKHB1",2.28442612180651e-56,1.95178737840166,0.253,0.056,3.68752064582007e-52,"CellType4"
"PLAC8",3.66773245829111e-44,2.09636993308162,0.255,0.071,5.92045373417351e-40,"CellType4"
"EGR1",1.50345858730565e-34,0.954823757655967,0.69,0.424,2.42688285162878e-30,"CellType4"
"BMP5",1.80818072049002e-39,1.83549058098388,0.316,0.11,2.91876531901499e-35,"CellType4"
"PARVB",3.80271043111076e-43,1.201686846667,0.618,0.332,6.13833517789899e-39,"CellType4"
"PKIB",3.66299943669491e-46,1.56199841097804,0.414,0.158,5.91281369071293e-42,"CellType4"
"SORL1",2.25688400589639e-55,1.2627146113221,0.582,0.251,3.64306216231795e-51,"CellType4"
"SLC7A5",1.03664529226626e-27,1.19990962814207,0.513,0.294,1.67335283077619e-23,"CellType4"
"CELF4",8.15610618279354e-41,1.62740408953524,0.371,0.14,1.31655866002653e-36,"CellType4"
"SERPINA1",7.82011261309505e-46,0.645648156266835,0.816,0.424,1.2623225780058e-41,"CellType4"
